"Test","Batch","Maquina","Usuario","Total Pasos","Pasos Lentos","Tiempo Promedio Paso (min)","Estado","Error Type","Error Message"
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEPORTKSF30","giraldo.cuastumal","38","17","0,332","PASSED","",""
"Test Usuario 42 - ANTIOQUIA - ENVIGADO - HOGARES - SERVICIOS EXEQUIAL","batch42","COMEPORTKSF30","giraldo.cuastumal","38","11","0,242","PASSED","",""
"Test Usuario 02 - BOGOTA - BOGOTA - AUTOS - ABOGADO EN SITIO","batch2","COMEPORTKSF30","giraldo.cuastumal","41","22","0,461","PASSED","",""
"Test Usuario 39 - AMAZONAS - ARARA - HOGARES - HOSPEDAJE VIAJERO","batch39","COMEPORTKSF30","giraldo.cuastumal","38","16","0,343","PASSED","",""
"Test Usuario 21 - CASANARE - CARIBAYONA - AUTOS - DIAGNOSTICO VEHICULO","batch21","COMEPORTKSF30","giraldo.cuastumal","38","16","0,359","PASSED","",""
"Test Usuario 10 - NARIÃ‘O - PASTO - AUTOS - FACILITADOR VIRTUAL","batch10","COMEPORTKSF30","giraldo.cuastumal","29","11","0,182","FAILED","Otros","@{errorType=org.openqa.selenium.StaleElementReferenceException; message=stale element reference: stale element not found in the current frame
  (Session info: chrome=147.0.7727.102)
For documentation on this error, please visit: https://selenium.dev/exceptions/#stale_element_reference
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.19'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [392172789f5c138e356ce0d1f442fd19, getElementAttribute {id=f.EB09F295CDE2BB8E710B4731096E9178.d.18A57BE3DA986D0568B340D54037CDA9.e.217, name=class}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 147.0.7727.102, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\GIRALD~1.CUA\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:60915}, goog:processID: 22912, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:60915/devtoo..., se:cdpVersion: 147.0.7727.102, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (392172789f5c138e356ce0d1f442fd19)] -> css selector: .formio-component-servicio .custom-dropdown]
Session ID: 392172789f5c138e356ce0d1f442fd19; stackTrace=System.Object[]}"
"Test Usuario 43 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - GASTOS DE MUDANZA","batch43","COMEPORTKSF30","giraldo.cuastumal","34","8","0,289","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=147.0.7727.102)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.19'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [13b1b2a54af0093c63d0fe272227ed1d, clickElement {id=f.AFE82ECAD23D327B479CAEFD7547B52E.d.3A465E960709A66F34891A2A184280D0.e.129}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 147.0.7727.102, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\GIRALD~1.CUA\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:61051}, goog:processID: 27796, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:61051/devtoo..., se:cdpVersion: 147.0.7727.102, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (13b1b2a54af0093c63d0fe272227ed1d)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 13b1b2a54af0093c63d0fe272227ed1d; stackTrace=System.Object[]}"
"Test Usuario 27 - ANTIOQUIA - ENVIGADO - HOGARES - ABOGADO EN SITIO","batch27","COMEPORTKSF30","giraldo.cuastumal","34","13","0,371","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=147.0.7727.102)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.19'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [21827e1bba1fbd080b8c3d683c5e1384, clickElement {id=f.BE35B6464477AF46FF98156DA6FC6A4C.d.7314E59C3C838A4C15237CA3AD1553E0.e.121}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 147.0.7727.102, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\GIRALD~1.CUA\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:55956}, goog:processID: 32132, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:55956/devtoo..., se:cdpVersion: 147.0.7727.102, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (21827e1bba1fbd080b8c3d683c5e1384)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 21827e1bba1fbd080b8c3d683c5e1384; stackTrace=System.Object[]}"
"Test Usuario 41 - ANTIOQUIA - ENVIGADO - HOGARES - SECADO DE ALFOMBRAS","batch41","COMEPORTKSF30","giraldo.cuastumal","34","8","0,271","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=147.0.7727.102)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.19'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [99f935c7b0bb9b9be1a822299d78627f, clickElement {id=f.AD308731BDF74A8112E306B38DCCFDB5.d.DF19FB53A19698169F81F1EB34A046CF.e.130}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 147.0.7727.102, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\GIRALD~1.CUA\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:63762}, goog:processID: 26472, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:63762/devtoo..., se:cdpVersion: 147.0.7727.102, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (99f935c7b0bb9b9be1a822299d78627f)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 99f935c7b0bb9b9be1a822299d78627f; stackTrace=System.Object[]}"
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","COMEPORTKSF30","giraldo.cuastumal","34","14","0,385","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=147.0.7727.102)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.19'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [9338591f3a8120c98ad6e0b18a4f33d5, clickElement {id=f.A4AF9EB2F1C5107B8BFFA27ECF160F1F.d.DE0F1B5E8203D985BFC5FB02B775578D.e.128}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 147.0.7727.102, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\GIRALD~1.CUA\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:63736}, goog:processID: 22820, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:63736/devtoo..., se:cdpVersion: 147.0.7727.102, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (9338591f3a8120c98ad6e0b18a4f33d5)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 9338591f3a8120c98ad6e0b18a4f33d5; stackTrace=System.Object[]}"
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","COMEPORTKSF30","giraldo.cuastumal","29","12","0,176","FAILED","Otros","@{errorType=org.openqa.selenium.StaleElementReferenceException; message=stale element reference: stale element not found in the current frame
  (Session info: chrome=147.0.7727.102)
For documentation on this error, please visit: https://selenium.dev/exceptions/#stale_element_reference
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.19'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [5a29e37edddbc14185f72c60d9bd8875, getElementAttribute {id=f.5DE297C7A86A285ADADB01A21922A116.d.4614C4FCE3915990A6E019F4041CAED9.e.244, name=class}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 147.0.7727.102, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\GIRALD~1.CUA\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:59431}, goog:processID: 22760, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:59431/devtoo..., se:cdpVersion: 147.0.7727.102, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (5a29e37edddbc14185f72c60d9bd8875)] -> css selector: .formio-component-servicio .custom-dropdown]
Session ID: 5a29e37edddbc14185f72c60d9bd8875; stackTrace=System.Object[]}"
"Test Usuario 12 - QUINDIO - ARMENIA - AUTOS - ORIENTACION JURIDICA TELEFONICA AUTOS","batch12","COMEPORTKSF30","giraldo.cuastumal","41","20","0,375","PASSED","",""
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","COMEPORTKSF30","giraldo.cuastumal","38","16","0,344","PASSED","",""
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","COMEPORTKSF30","giraldo.cuastumal","34","9","0,295","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=147.0.7727.102)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.19'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [a1e0ba89ac0c3dee7418cefd78b4dfff, clickElement {id=f.8B2300850E5729F79A1979AAD90B807A.d.69B8E60FB700C367510E1D3D9A1F50DA.e.129}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 147.0.7727.102, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\GIRALD~1.CUA\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:51938}, goog:processID: 28856, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:51938/devtoo..., se:cdpVersion: 147.0.7727.102, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (a1e0ba89ac0c3dee7418cefd78b4dfff)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: a1e0ba89ac0c3dee7418cefd78b4dfff; stackTrace=System.Object[]}"
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","COMEPORTKSF30","giraldo.cuastumal","38","16","0,348","PASSED","",""
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","COMEPORTKSF30","giraldo.cuastumal","29","8","0,208","FAILED","Otros","@{errorType=org.openqa.selenium.StaleElementReferenceException; message=stale element reference: stale element not found in the current frame
  (Session info: chrome=147.0.7727.102)
For documentation on this error, please visit: https://selenium.dev/exceptions/#stale_element_reference
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.19'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [2e158a3473351d379ff5c59023c883c6, getElementAttribute {id=f.220101F74E603E7517ABD9B619333169.d.540B208393F1DC489F376DCECC13356F.e.213, name=class}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 147.0.7727.102, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\GIRALD~1.CUA\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:53081}, goog:processID: 24892, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:53081/devtoo..., se:cdpVersion: 147.0.7727.102, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (2e158a3473351d379ff5c59023c883c6)] -> css selector: .formio-component-servicio .custom-dropdown]
Session ID: 2e158a3473351d379ff5c59023c883c6; stackTrace=System.Object[]}"
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","batch19","COMEPORTKSF30","giraldo.cuastumal","34","13","0,297","PASSED","",""
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","COMEPORTKSF30","giraldo.cuastumal","22","10","0,169","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=Todos los intentos fallaron al hacer clic en 'Habilitar Formulario'; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","batch8","COMEPORTKSF30","giraldo.cuastumal","41","19","0,359","PASSED","",""
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","COMEPORTKSF30","giraldo.cuastumal","38","17","0,324","PASSED","",""
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","batch15","COMEPORTKSF30","giraldo.cuastumal","41","19","0,368","PASSED","",""
"Test Usuario 22 - VICHADA - PUERTO CARREÃ‘O - AUTOS - CAMBIO DE BATERIA","batch22","COMEPORTKSF30","giraldo.cuastumal","29","11","0,308","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando servicio: CAMBIO DE BATERIA; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","batch40","COMEPORTKSF30","giraldo.cuastumal","38","11","0,249","PASSED","",""
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","COMEPORTKSF30","giraldo.cuastumal","38","11","0,221","PASSED","",""
"Test Usuario 05 - CUNDINAMARCA - SOACHA - AUTOS - AMBULANCIA","batch5","COMEPORTKSF30","giraldo.cuastumal","41","21","0,352","PASSED","",""
"Test Usuario 04 - ATLANTICO - BARANOA - AUTOS - FRENOS","batch4","COMEPORTKSF30","giraldo.cuastumal","41","24","0,478","PASSED","",""
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","batch38","COMEPORTKSF30","giraldo.cuastumal","34","9","0,293","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=147.0.7727.102)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.19'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [048611cb397937e4c9b8adc38a7affef, clickElement {id=f.3A30C538484D9F4505CF5C00013BDD4D.d.C9994D60EB7D6F1845FABC1DEE4BBE0B.e.129}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 147.0.7727.102, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\GIRALD~1.CUA\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:50109}, goog:processID: 372, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:50109/devtoo..., se:cdpVersion: 147.0.7727.102, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (048611cb397937e4c9b8adc38a7affef)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 048611cb397937e4c9b8adc38a7affef; stackTrace=System.Object[]}"
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","batch49","COMEPORTKSF30","giraldo.cuastumal","38","12","0,217","PASSED","",""
"Test Usuario 46 - NORTE DE SANTANDER - ARBOLEDAS - HOGARES - ASESORIA PSICOLOGICA","batch46","COMEPORTKSF30","giraldo.cuastumal","38","13","0,22","PASSED","",""
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","PORTFLEX05M","yessica.pabon","16","6","0,171","PASSED","",""
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","PORTFLEX05M","yessica.pabon","16","6","0,122","PASSED","",""
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","PORTFLEX05M","yessica.pabon","34","14","0,274","PASSED","",""
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","PORTFLEX05M","yessica.pabon","38","16","0,329","PASSED","",""
"Test Usuario 35 - BOLIVAR - TURBACO - HOGARES - ORIENTACION DIGITAL","batch35","PORTFLEX05M","yessica.pabon","34","13","0,335","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=146.0.7680.165)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.6'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [873baaa8f73a11759ce9f878f8b85bf3, clickElement {id=f.829438067705D5481590C7E46873B081.d.7345428C29250D8378C1ECED656FDFF4.e.129}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 146.0.7680.165, chrome: {chromedriverVersion: 146.0.7680.165 (4b989da09e1..., userDataDir: C:\Users\YESSIC~1.PAB\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:49193}, goog:processID: 22268, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:49193/devtoo..., se:cdpVersion: 146.0.7680.165, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (873baaa8f73a11759ce9f878f8b85bf3)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 873baaa8f73a11759ce9f878f8b85bf3; stackTrace=System.Object[]}"
"Test Usuario 24 - VAUPÃ‰S - MITÃš - AUTOS - INSTALACION","batch24","PORTFLEX05M","yessica.pabon","16","6","0,115","PASSED","",""
"Test Usuario 06 - SANTANDER - BUCARAMANGA - AUTOS - GRUA","batch6","PORTFLEX05M","yessica.pabon","34","13","0,357","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=146.0.7680.165)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.6'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [822356c1961f6f356881b307d474c2cd, clickElement {id=f.164CE3BC3185C1339BDDF5A378C50C2B.d.DBBE1B7DF0C06108FF0D99118DF051BF.e.129}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 146.0.7680.165, chrome: {chromedriverVersion: 146.0.7680.165 (4b989da09e1..., userDataDir: C:\Users\YESSIC~1.PAB\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:55532}, goog:processID: 21784, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:55532/devtoo..., se:cdpVersion: 146.0.7680.165, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (822356c1961f6f356881b307d474c2cd)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 822356c1961f6f356881b307d474c2cd; stackTrace=System.Object[]}"
"Test Usuario 36 - NARIÃ‘O - IPIALES - HOGARES - FACILITADOR VIRTUAL","batch36","PORTFLEX05M","yessica.pabon","16","6","0,118","PASSED","",""
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","PORTFLEX05M","yessica.pabon","34","13","0,368","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=146.0.7680.165)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.6'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [57c359c8f2dfc1b2b5fb09d41154065d, clickElement {id=f.C307E0CC597321AEE103B7F425477CCA.d.A5A70B3CB944D9B6F3C4A55B410FD30B.e.130}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 146.0.7680.165, chrome: {chromedriverVersion: 146.0.7680.165 (4b989da09e1..., userDataDir: C:\Users\YESSIC~1.PAB\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:64614}, goog:processID: 25892, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:64614/devtoo..., se:cdpVersion: 146.0.7680.165, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (57c359c8f2dfc1b2b5fb09d41154065d)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 57c359c8f2dfc1b2b5fb09d41154065d; stackTrace=System.Object[]}"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","PORTFLEX05M","yessica.pabon","16","3","0,105","PASSED","",""
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","PORTFLEX05M","yessica.pabon","34","13","0,268","PASSED","",""
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","PORTFLEX05M","yessica.pabon","16","6","0,196","PASSED","",""
"Test Usuario 16 - SUCRE - SINCELEJO - AUTOS - DESPLAZAMIENTO VIAJERO","batch16","PORTFLEX05M","yessica.pabon","34","13","0,272","PASSED","",""
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","34","13","0,262","PASSED","",""
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","16","6","0,498","PASSED","",""
