"Story","Title","Result","Date","Stability","Duration (s)"
"Apertura de la pagina de casos","Abrir la URL, loguearse y navegar a agent","ERROR","2026-05-05T10:01:48.9431716-05:00[America/Bogota]","0.0","53.94"
