"Story","Title","Result","Date","Stability","Duration (s)"
"Apertura de la pagina de casos","Abrir la URL, loguearse y navegar a agent","FAILURE","2026-05-05T10:36:17.3996297-05:00[America/Bogota]","0.0","60.57"
