"Story","Title","Result","Date","Stability","Duration (s)"
"Apertura de la pagina de casos","Abrir la URL, loguearse y navegar a agent","FAILURE","2026-05-05T09:48:22.6051675-05:00[America/Bogota]","0.0","154.3"
