"Story","Title","Result","Date","Stability","Duration (s)"
"Apertura de la pagina de casos","Abrir la URL, loguearse y navegar a agent","FAILURE","2026-05-05T10:19:15.5048169-05:00[America/Bogota]","0.0","75.0"
