"Story","Title","Result","Date","Stability","Duration (s)"
"Apertura de la pagina de casos","Abrir la URL, loguearse y navegar a agent","ERROR","2026-05-05T15:50:09.6647342-05:00[America/Bogota]","0.0","68.59"
