"Story","Title","Result","Date","Stability","Duration (s)"
"Apertura de la pagina de casos","Abrir la URL, loguearse y navegar a agent","FAILURE","2026-05-07T09:50:55.0540617-05:00[America/Bogota]","0.0","226.65"
